Date,BTC,ETH,ADA
2/11/2015,-0.297493569,,
2/12/2015,1.176636188,,
2/13/2015,6.161051357,,
2/14/2015,9.299703184,,
2/15/2015,-8.742394224,,
2/16/2015,-0.41818146,,
2/17/2015,4.176733194,,
2/18/2015,-2.990023637,,
2/19/2015,1.674382308,,
2/20/2015,1.454951923,,
2/21/2015,0.309702468,,
2/22/2015,-3.499305503,,
2/23/2015,1.235287015,,
2/24/2015,-0.065719112,,
2/25/2015,-0.52987597,,
2/26/2015,-0.439637131,,
2/27/2015,7.360446133,,
2/28/2015,0.171374945,,
3/1/2015,2.335768589,,
3/2/2015,5.944619123,,
3/3/2015,2.18811699,,
3/4/2015,-3.056416152,,
3/5/2015,1.130021524,,
3/6/2015,-1.251010938,,
3/7/2015,1.297284976,,
3/8/2015,-0.690282919,,
3/9/2015,5.559602004,,
3/10/2015,0.743426519,,
3/11/2015,1.583146369,,
3/12/2015,-0.683244736,,
3/13/2015,-3.063317699,,
3/14/2015,-1.209796042,,
3/15/2015,1.599232114,,
3/16/2015,1.466509873,,
3/17/2015,-1.750896417,,
3/18/2015,-10.22959079,,
3/19/2015,1.806092727,,
3/20/2015,0.314640005,,
3/21/2015,-0.658645896,,
3/22/2015,3.0516288,,
3/23/2015,-0.455292334,,
3/24/2015,-7.927191189,,
3/25/2015,0.245121031,,
3/26/2015,0.948424002,,
3/27/2015,-0.604747362,,
3/28/2015,2.335352139,,
3/29/2015,-3.989353805,,
3/30/2015,1.983002003,,
3/31/2015,-1.334002079,,
4/1/2015,1.248036316,,
4/2/2015,2.318500124,,
4/3/2015,0.520543576,,
4/4/2015,-0.245751443,,
4/5/2015,2.720168363,,
4/6/2015,-1.959334937,,
4/7/2015,-0.904925266,,
4/8/2015,-3.222209391,,
4/9/2015,-0.549341807,,
4/10/2015,-3.120532535,,
4/11/2015,0.203326014,,
4/12/2015,-0.168674159,,
4/13/2015,-4.89766986,,
4/14/2015,-2.41688471,,
4/15/2015,2.132696386,,
4/16/2015,2.117652695,,
4/17/2015,-2.489792867,,
4/18/2015,0.212668135,,
4/19/2015,-0.338471628,,
4/20/2015,0.910153165,,
4/21/2015,4.738093437,,
4/22/2015,-0.464575576,,
4/23/2015,0.97619344,,
4/24/2015,-2.196547469,,
4/25/2015,-2.109243772,,
4/26/2015,-3.074343707,,
4/27/2015,4.49163885,,
4/28/2015,-1.49638437,,
4/29/2015,-0.020808484,,
4/30/2015,4.577785402,,
5/1/2015,-1.721827448,,
5/2/2015,1.228460121,,
5/3/2015,2.310479363,,
5/4/2015,-0.557500183,,
5/5/2015,-1.212043919,,
5/6/2015,-2.684642383,,
5/7/2015,3.28659424,,
5/8/2015,2.750978373,,
5/9/2015,-0.832847068,,
5/10/2015,-0.635149813,,
5/11/2015,0.774877468,,
5/12/2015,-0.431951569,,
5/13/2015,-1.963817898,,
5/14/2015,0.233526106,,
5/15/2015,0.285315347,,
5/16/2015,-0.611096495,,
5/17/2015,0.274822721,,
5/18/2015,-1.551505464,,
5/19/2015,-0.506588556,,
5/20/2015,0.892876021,,
5/21/2015,0.566618239,,
5/22/2015,2.126254855,,
5/23/2015,-0.614115015,,
5/24/2015,0.871181617,,
5/25/2015,-1.594917786,,
5/26/2015,0.002529079,,
5/27/2015,0.070432827,,
5/28/2015,0.052679711,,
5/29/2015,-0.131424296,,
5/30/2015,-1.582056176,,
5/31/2015,-1.352074732,,
6/1/2015,-3.15565725,,
6/2/2015,1.290562324,,
6/3/2015,0.03144294,,
6/4/2015,-0.686217913,,
6/5/2015,0.27994806,,
6/6/2015,0.296511039,,
6/7/2015,-1.213553185,,
6/8/2015,2.5161417,,
6/9/2015,0.244653267,,
6/10/2015,-0.106969018,,
6/11/2015,0.394229107,,
6/12/2015,0.120586316,,
6/13/2015,1.052255506,,
6/14/2015,0.490962442,,
6/15/2015,1.404451733,,
6/16/2015,5.941993142,,
6/17/2015,-0.642104335,,
6/18/2015,-0.111115356,,
6/19/2015,-1.767420568,,
6/20/2015,0.247746496,,
6/21/2015,-0.517105758,,
6/22/2015,1.248649402,,
6/23/2015,-1.090732515,,
6/24/2015,-1.547714952,,
6/25/2015,0.94962751,,
6/26/2015,0.327430555,,
6/27/2015,3.036204331,,
6/28/2015,-0.788479165,,
6/29/2015,3.233991168,,
6/30/2015,2.337159504,,
7/1/2015,-1.691928047,,
7/2/2015,-1.240811679,,
7/3/2015,0.361766828,,
7/4/2015,1.775009295,,
7/5/2015,4.226753708,,
7/6/2015,-1.060264003,,
7/7/2015,-1.049324652,,
7/8/2015,1.71971548,,
7/9/2015,-0.574997462,,
7/10/2015,5.818865752,,
7/11/2015,2.885626703,,
7/12/2015,6.056331062,,
7/13/2015,-6.051790165,,
7/14/2015,-1.571625975,,
7/15/2015,-0.568759692,,
7/16/2015,-2.70791992,,
7/17/2015,0.497321236,,
7/18/2015,-1.635578572,,
7/19/2015,-0.468163919,,
7/20/2015,1.961512763,,
7/21/2015,-1.12838503,,
7/22/2015,0.503557247,,
7/23/2015,-0.423117128,,
7/24/2015,4.430011847,,
7/25/2015,0.145337444,,
7/26/2015,1.381730231,,
7/27/2015,0.320475966,,
7/28/2015,0.273482113,,
7/29/2015,-1.642853973,,
7/30/2015,-0.645053843,,
7/31/2015,-1.067694219,,
8/1/2015,-1.071133239,,
8/2/2015,0.359728997,,
8/3/2015,-0.490783872,,
8/4/2015,1.419137404,,
8/5/2015,-1.169631212,,
8/6/2015,-1.172473884,,
8/7/2015,0.361837379,,
8/8/2015,-6.64841918,,
8/9/2015,1.565534606,,
8/10/2015,-0.231250809,,
8/11/2015,2.236921039,,
8/12/2015,-1.483057334,,
8/13/2015,-0.861947187,,
8/14/2015,0.605879348,,
8/15/2015,-1.554124478,,
8/16/2015,-1.163829027,,
8/17/2015,-0.205400753,,
8/18/2015,-18.17882904,,
8/19/2015,7.39297196,,
8/20/2015,3.822943032,,
8/21/2015,-1.181646836,,
8/22/2015,-0.936926589,,
8/23/2015,-0.964014543,,
8/24/2015,-7.746017519,,
8/25/2015,5.279934753,,
8/26/2015,1.905157428,,
8/27/2015,-0.470261625,,
8/28/2015,2.948359864,,
8/29/2015,-0.698368739,,
8/30/2015,-0.443466448,,
8/31/2015,0.566092206,,
9/1/2015,-0.841098516,,
9/2/2015,0.509814699,,
9/3/2015,-0.916329936,,
9/4/2015,1.371143755,,
9/5/2015,2.049949593,,
9/6/2015,2.051323152,,
9/7/2015,0.002920197,,
9/8/2015,1.56766376,,
9/9/2015,-2.232692583,,
9/10/2015,0.129742745,,
9/11/2015,0.683499694,,
9/12/2015,-2.03159042,,
9/13/2015,-2.005284392,,
9/14/2015,0.05726548,,
9/15/2015,-0.147411727,,
9/16/2015,-0.526694063,,
9/17/2015,0.313846545,,
9/18/2015,1.377228377,,
9/19/2015,-0.636123988,,
9/20/2015,-0.121381901,,
9/21/2015,-1.784941439,,
9/22/2015,1.555800425,,
9/23/2015,-0.145258135,,
9/24/2015,1.843819175,,
9/25/2015,0.262223513,,
9/26/2015,-0.341918531,,
9/27/2015,-0.67551102,,
9/28/2015,2.743201878,,
9/29/2015,-1.026587474,,
9/30/2015,-0.264906357,,
10/1/2015,0.630771166,,
10/2/2015,-0.107765852,,
10/3/2015,0.605578927,,
10/4/2015,-0.197291086,,
10/5/2015,0.891463859,,
10/6/2015,2.362899208,,
10/7/2015,-1.257405362,,
10/8/2015,-0.273694676,,
10/9/2015,0.671470093,,
10/10/2015,0.41404926,,
10/11/2015,0.861027288,,
10/12/2015,-0.705122193,,
10/13/2015,1.712132063,,
10/14/2015,0.994358034,,
10/15/2015,0.925043917,,
10/16/2015,3.361505369,,
10/17/2015,2.956235598,,
10/18/2015,-3.32434552,,
10/19/2015,0.685669505,,
10/20/2015,2.287454204,,
10/21/2015,-1.184210578,,
10/22/2015,2.910935813,,
10/23/2015,0.902475999,,
10/24/2015,1.865484296,,
10/25/2015,0.719322665,,
10/26/2015,0.571064277,,
10/27/2015,2.975116356,,
10/28/2015,3.686337531,,
10/29/2015,3.032322171,,
10/30/2015,4.511638529,,
10/31/2015,-4.222071821,,
11/1/2015,3.585688851,,
11/2/2015,10.98788856,,
11/3/2015,11.69138521,,
11/4/2015,2.019249624,,
11/5/2015,-6.125182564,,
11/6/2015,-3.075936209,,
11/7/2015,3.207731824,,
11/8/2015,-3.393167931,,
11/9/2015,1.84509031,,
11/10/2015,-11.42332412,,
11/11/2015,-7.640597854,,
11/12/2015,8.701184215,,
11/13/2015,-0.41372441,,
11/14/2015,-1.142375838,,
11/15/2015,-3.826912274,,
11/16/2015,3.306104487,,
11/17/2015,1.313068413,,
11/18/2015,-0.150404904,,
11/19/2015,-2.522791952,,
11/20/2015,-1.265367598,,
11/21/2015,1.523187469,,
11/22/2015,-0.731353264,,
11/23/2015,-0.459123379,,
11/24/2015,-0.928660343,,
11/25/2015,2.549634726,,
11/26/2015,7.458119983,,
11/27/2015,1.519207518,,
11/28/2015,-0.184609687,,
11/29/2015,3.893042393,,
11/30/2015,1.623244113,,
12/1/2015,-3.931137475,,
12/2/2015,-0.910649412,,
12/3/2015,0.517551648,,
12/4/2015,0.591897974,,
12/5/2015,7.094492367,,
12/6/2015,-0.042683128,,
12/7/2015,1.736964163,,
12/8/2015,5.063250136,,
12/9/2015,0.481274814,,
12/10/2015,-0.499082643,,
12/11/2015,8.775168915,,
12/12/2015,-3.748518478,,
12/13/2015,-0.285520216,,
12/14/2015,2.403892009,,
12/15/2015,4.759086878,,
12/16/2015,-2.232227554,,
12/17/2015,0.251467779,,
12/18/2015,1.652786223,,
12/19/2015,-0.279111659,,
12/20/2015,-4.247471196,,
12/21/2015,-0.913965918,,
12/22/2015,-0.471234105,,
12/23/2015,1.335177272,,
12/24/2015,2.844474667,,
12/25/2015,0.146824559,,
12/26/2015,-8.422862799,,
12/27/2015,1.329824378,,
12/28/2015,-0.128660528,,
12/29/2015,2.534819446,,
12/30/2015,-1.469574227,,
12/31/2015,0.925177218,,
1/1/2016,0.874899591,,
1/2/2016,-0.20629897,,
1/3/2016,-0.790655663,,
1/4/2016,0.716264746,,
1/5/2016,-0.261148787,,
1/6/2016,-0.660936327,,
1/7/2016,6.744967422,,
1/8/2016,-1.051853333,,
1/9/2016,-1.239771962,,
1/10/2016,0.084896239,,
1/11/2016,0.097549215,,
1/12/2016,-2.840591208,,
1/13/2016,-0.761780207,,
1/14/2016,-0.477599652,,
1/15/2016,-15.33211392,,
1/16/2016,6.369212996,,
1/17/2016,-1.351358159,,
1/18/2016,1.273607296,,
1/19/2016,-1.812911323,,
1/20/2016,10.54350415,,
1/21/2016,-2.372038488,,
1/22/2016,-6.768842702,,
1/23/2016,1.306953568,,
1/24/2016,3.994934362,,
1/25/2016,-2.790522114,,
1/26/2016,0.109005245,,
1/27/2016,0.718844352,,
1/28/2016,-3.717474647,,
1/29/2016,-0.214311352,,
1/30/2016,-0.321232575,,
1/31/2016,-2.508362474,,
2/1/2016,1.163065437,,
2/2/2016,0.373133846,,
2/3/2016,-1.201500054,,
2/4/2016,5.310188358,,
2/5/2016,-0.781578501,,
2/6/2016,-2.593981024,,
2/7/2016,0.026025544,,
2/8/2016,-0.84249486,,
2/9/2016,0.691396841,,
2/10/2016,1.494564309,,
2/11/2016,-0.522730354,,
2/12/2016,1.21400246,,
2/13/2016,1.977027424,,
2/14/2016,3.922325875,,
2/15/2016,-1.729983844,,
2/16/2016,1.824908241,,
2/17/2016,2.167912738,,
2/18/2016,1.45344107,,
2/19/2016,-0.375966777,,
2/20/2016,3.892486105,,
2/21/2016,0.373773388,,
2/22/2016,-0.239294252,,
2/23/2016,-3.88625281,,
2/24/2016,1.00276522,,
2/25/2016,-0.09671149,,
2/26/2016,1.792040798,,
2/27/2016,0.08492484,,
2/28/2016,0.227732255,,
2/29/2016,0.967232879,,
3/1/2016,-0.588079254,,
3/2/2016,-2.558810374,,
3/3/2016,-0.551432378,,
3/4/2016,-2.540490969,,
3/5/2016,-2.523242675,,
3/6/2016,1.781709382,,
3/7/2016,1.622246782,,
3/8/2016,-0.084241322,,
3/9/2016,0.21450739,,
3/10/2016,0.547420016,,
3/11/2016,1.092939693,,
3/12/2016,-2.387063825,,
3/13/2016,0.593019246,,
3/14/2016,0.573095018,,
3/15/2016,0.094131254,,
3/16/2016,0.043422908,,
3/17/2016,0.86568844,,
3/18/2016,-2.632535689,,
3/19/2016,0.218776796,,
3/20/2016,0.806688537,,
3/21/2016,-0.108276177,,
3/22/2016,1.157004943,,
3/23/2016,-0.011481814,,
3/24/2016,-0.393973954,,
3/25/2016,0.188040528,,
3/26/2016,0.184095791,,
3/27/2016,2.110327231,,
3/28/2016,-0.593775734,,
3/29/2016,-1.818583868,,
3/30/2016,-0.408143201,,
3/31/2016,0.461166965,,
4/1/2016,0.29539283,,
4/2/2016,0.696955297,,
4/3/2016,0.007367044,,
4/4/2016,0.12829731,,
4/5/2016,0.613604322,,
4/6/2016,-0.145509611,,
4/7/2016,-0.157765423,,
4/8/2016,-0.566771015,,
4/9/2016,-0.223145125,,
4/10/2016,0.513335283,,
4/11/2016,0.217999239,,
4/12/2016,0.640736003,,
4/13/2016,-0.342433639,,
4/14/2016,0.129327382,,
4/15/2016,1.28004479,,
4/16/2016,0.199895808,,
4/17/2016,-0.736927684,,
4/18/2016,0.278900193,,
4/19/2016,1.614126112,,
4/20/2016,1.350145431,,
4/21/2016,1.820611765,,
4/22/2016,-0.820601524,,
4/23/2016,1.019662582,,
4/24/2016,1.837288535,,
4/25/2016,0.626097686,,
4/26/2016,1.010561705,,
4/27/2016,-4.591822182,,
4/28/2016,0.972363592,,
4/29/2016,1.355423093,,
4/30/2016,-1.489570778,,
5/1/2016,0.793411564,,
5/2/2016,-1.594687402,,
5/3/2016,1.267230057,,
5/4/2016,-0.795462802,,
5/5/2016,0.280717838,,
5/6/2016,2.595447805,,
5/7/2016,-0.23215386,,
5/8/2016,0.002615607,,
5/9/2016,0.421983627,,
5/10/2016,-2.082164307,,
5/11/2016,0.40652654,,
5/12/2016,0.450158686,,
5/13/2016,0.198788436,,
5/14/2016,0.000214322,,
5/15/2016,0.416309847,,
5/16/2016,-0.744151438,,
5/17/2016,-0.08367148,,
5/18/2016,0.184228699,,
5/19/2016,-3.498312239,,
5/20/2016,0.902863735,,
5/21/2016,0.115658722,,
5/22/2016,-0.872088234,,
5/23/2016,1.099874312,,
5/24/2016,0.411115197,,
5/25/2016,0.811247923,,
5/26/2016,0.841862128,,
5/27/2016,4.428913786,,
5/28/2016,11.94937524,,
5/29/2016,-0.718248992,,
5/30/2016,1.450126259,,
5/31/2016,-0.464168278,,
6/1/2016,1.041426899,,
6/2/2016,0.195932734,,
6/3/2016,5.803645111,,
6/4/2016,0.620705803,,
6/5/2016,0.392857337,,
6/6/2016,1.836594818,,
6/7/2016,-1.526804044,,
6/8/2016,0.875487512,,
6/9/2016,-1.206064587,,
6/10/2016,0.494225115,,
6/11/2016,5.066413924,,
6/12/2016,10.88743504,,
6/13/2016,4.695709196,,
6/14/2016,-2.67143631,,
6/15/2016,1.299665357,,
6/16/2016,10.34444877,,
6/17/2016,-2.270495307,,
6/18/2016,0.977153851,,
6/19/2016,0.998908569,,
6/20/2016,-3.476780975,,
6/21/2016,-9.572917184,,
6/22/2016,-10.58062559,,
6/23/2016,4.673748163,,
6/24/2016,6.622363033,,
6/25/2016,-0.026458088,,
6/26/2016,-5.375845094,,
6/27/2016,4.116520221,,
6/28/2016,-1.262683223,,
6/29/2016,-1.099065111,,
6/30/2016,5.226985847,,
7/1/2016,0.439459811,,
7/2/2016,4.052368352,,
7/3/2016,-6.400155636,,
7/4/2016,3.795256116,,
7/5/2016,-1.906640027,,
7/6/2016,0.999658433,,
7/7/2016,-5.428510188,,
7/8/2016,4.052847051,,
7/9/2016,-2.334951391,,
7/10/2016,-0.245796446,,
7/11/2016,-0.261948509,,
7/12/2016,2.608167089,,
7/13/2016,-1.517266156,,
7/14/2016,0.551590789,,
7/15/2016,0.786685162,,
7/16/2016,-0.375116069,,
7/17/2016,2.828826922,,
7/18/2016,-0.935003649,,
7/19/2016,-0.035953385,,
7/20/2016,-1.066934173,,
7/21/2016,-0.101094918,,
7/22/2016,-2.164322566,,
7/23/2016,0.758817612,,
7/24/2016,0.873905896,,
7/25/2016,-1.086972862,,
7/26/2016,-0.353615496,,
7/27/2016,0.3939945,,
7/28/2016,0.104375537,,
7/29/2016,0.298767452,,
7/30/2016,-0.296047332,,
7/31/2016,-4.635692849,,
8/1/2016,-2.946953198,,
8/2/2016,-9.699763217,,
8/3/2016,3.450440242,,
8/4/2016,2.107162718,,
8/5/2016,-0.561306145,,
8/6/2016,2.214614323,,
8/7/2016,0.835687483,,
8/8/2016,-0.276027315,,
8/9/2016,-0.550371136,,
8/10/2016,0.731880639,,
8/11/2016,-0.503802896,,
8/12/2016,-0.264967089,,
8/13/2016,-0.335457074,,
8/14/2016,-2.581164551,,
8/15/2016,-0.566728342,,
8/16/2016,1.798010697,,
8/17/2016,-0.731336524,,
8/18/2016,0.192246866,,
8/19/2016,0.228446908,,
8/20/2016,1.053978519,,
8/21/2016,-0.066879851,,
8/22/2016,0.936682009,,
8/23/2016,-0.568895728,,
8/24/2016,-0.554146075,,
8/25/2016,-0.417286381,,
8/26/2016,0.327127436,,
8/27/2016,-1.674107262,,
8/28/2016,0.695672694,,
8/29/2016,0.033978607,,
8/30/2016,0.59152669,,
8/31/2016,-0.351687495,,
9/1/2016,-0.550679526,,
9/2/2016,0.565086837,,
9/3/2016,3.939796799,,
9/4/2016,1.742191319,,
9/5/2016,-0.335825043,,
9/6/2016,0.634027437,,
9/7/2016,0.672966924,,
9/8/2016,1.915562202,,
9/9/2016,-0.551631479,,
9/10/2016,0.104027909,,
9/11/2016,-2.692820609,,
9/12/2016,0.251184966,,
9/13/2016,0.164086859,,
9/14/2016,0.236850956,,
9/15/2016,-0.577875231,,
9/16/2016,-0.02997699,,
9/17/2016,-0.162941953,,
9/18/2016,0.64193354,,
9/19/2016,-0.106093009,,
9/20/2016,-0.150186715,,
9/21/2016,-1.83508211,,
9/22/2016,-0.142512709,,
9/23/2016,1.09743898,,
9/24/2016,-0.035992848,,
9/25/2016,-0.298529135,,
9/26/2016,1.201186556,,
9/27/2016,-0.308697593,,
9/28/2016,-0.23722681,,
9/29/2016,0.159570229,,
9/30/2016,0.667333492,,
10/1/2016,0.696693793,,
10/2/2016,-0.503424776,,
10/3/2016,0.20314012,,
10/4/2016,-0.315130227,,
10/5/2016,0.378071412,,
10/6/2016,0.083265413,,
10/7/2016,0.668814874,,
10/8/2016,0.32197893,,
10/9/2016,-0.38054057,,
10/10/2016,0.36351797,,
10/11/2016,3.566755451,,
10/12/2016,-0.761225687,,
10/13/2016,0.09336711,,
10/14/2016,0.564079603,,
10/15/2016,-0.270464417,,
10/16/2016,0.467392784,,
10/17/2016,-0.379967344,,
10/18/2016,-0.192894981,,
10/19/2016,-1.166217669,,
10/20/2016,0.053443997,,
10/21/2016,0.312433454,,
10/22/2016,3.866137922,,
10/23/2016,-0.033930387,,
10/24/2016,-0.503750383,,
10/25/2016,0.58538617,,
10/26/2016,3.150301252,,
10/27/2016,1.475587931,,
10/28/2016,0.194390157,,
10/29/2016,3.600082196,,
10/30/2016,-1.765620841,,
10/31/2016,-0.127094249,,
11/1/2016,4.111582991,,
11/2/2016,1.512202672,,
11/3/2016,-7.036572373,,
11/4/2016,2.110494111,,
11/5/2016,0.02602891,,
11/6/2016,1.152080634,,
11/7/2016,-1.179301782,,
11/8/2016,0.955304385,,
11/9/2016,1.891248179,,
11/10/2016,-1.069998962,,
11/11/2016,0.122567775,,
11/12/2016,-1.58526243,,
11/13/2016,-0.428762922,,
11/14/2016,0.425905719,,
11/15/2016,0.935861845,,
11/16/2016,4.578149058,,
11/17/2016,-0.432816039,,
11/18/2016,1.431627763,,
11/19/2016,0.004125388,,
11/20/2016,-2.739434237,,
11/21/2016,1.124718517,,
11/22/2016,1.636663113,,
11/23/2016,-0.898784574,,
11/24/2016,-0.578166442,,
11/25/2016,0.183710051,,
11/26/2016,-0.845004566,,
11/27/2016,-0.455143832,,
11/28/2016,0.516097637,,
11/29/2016,-0.028401836,,
11/30/2016,1.371250706,,
12/1/2016,1.486273552,,
12/2/2016,2.797398334,,
12/3/2016,-0.872677296,,
12/4/2016,0.352326043,,
12/5/2016,-1.960530542,,
12/6/2016,0.728085767,,
12/7/2016,0.511371012,,
12/8/2016,0.3486352,,
12/9/2016,0.257392705,,
12/10/2016,0.240169836,,
12/11/2016,-0.634997243,,
12/12/2016,1.345399465,,
12/13/2016,0.060128577,,
12/14/2016,0.118503703,,
12/15/2016,-0.434176304,,
12/16/2016,0.876375113,,
12/17/2016,0.754483937,,
12/18/2016,-0.03780213,,
12/19/2016,0.27626528,,
12/20/2016,1.029625743,,
12/21/2016,4.171061472,,
12/22/2016,3.626952056,,
12/23/2016,6.644462056,,
12/24/2016,-2.512189699,,
12/25/2016,-0.293610752,,
12/26/2016,1.275074646,,
12/27/2016,2.819274029,,
12/28/2016,4.578130535,,
12/29/2016,-0.248381903,,
12/30/2016,-1.259277952,,
12/31/2016,0.260601949,,
1/1/2017,3.588304339,,
1/2/2017,2.34642902,,
1/3/2017,2.161973673,,
1/4/2017,10.62327729,,
1/5/2017,-12.24095481,,
1/6/2017,-10.97110814,,
1/7/2017,0.70760654,,
1/8/2017,0.287694881,,
1/9/2017,-0.918676594,,
1/10/2017,0.537313108,,
1/11/2017,-14.31364996,,
1/12/2017,3.481417041,,
1/13/2017,2.379375719,,
1/14/2017,-0.676229325,,
1/15/2017,0.413726381,,
1/16/2017,1.184722196,,
1/17/2017,9.188318459,,
1/18/2017,-2.348178794,,
1/19/2017,1.4047783,,
1/20/2017,-0.450129968,,
1/21/2017,2.990192516,,
1/22/2017,0.312866838,,
1/23/2017,-0.39591832,,
1/24/2017,-3.075422629,,
1/25/2017,0.991946828,,
1/26/2017,1.779618303,,
1/27/2017,0.235836369,,
1/28/2017,0.200057287,,
1/29/2017,-0.22722199,,
1/30/2017,0.096362282,,
1/31/2017,5.434808054,,
2/1/2017,1.918789916,,
2/2/2017,2.302977531,,
2/3/2017,1.78988399,,
2/4/2017,1.261274244,,
2/5/2017,-1.491999007,,
2/6/2017,1.052237658,,
2/7/2017,2.234739822,,
2/8/2017,0.162054934,,
2/9/2017,-6.461188246,,
2/10/2017,-0.574123293,,
2/11/2017,1.595672651,,
2/12/2017,-0.524563855,,
2/13/2017,-0.854600042,,
2/14/2017,1.403933893,,
2/15/2017,0.291672095,,
2/16/2017,1.981176936,,
2/17/2017,1.82687272,,
2/18/2017,0.784745252,,
2/19/2017,-0.621199212,,
2/20/2017,3.064309996,,
2/21/2017,3.270437383,,
2/22/2017,0.191866933,,
2/23/2017,4.410083101,,
2/24/2017,0.596551287,,
2/25/2017,-2.542438026,,
2/26/2017,1.867392785,,
2/27/2017,1.267595316,,
2/28/2017,0,,
3/1/2017,3.60433147,,
3/2/2017,2.332107157,,
3/3/2017,1.91684957,,
3/4/2017,-1.556087982,,
3/5/2017,0.953668547,,
3/6/2017,0.45062512,,
3/7/2017,-3.872466763,,
3/8/2017,-6.010431752,,
